rowid,lat,lon,abnb_tot_reviews_per_month,h_cat1txt,h_country,local200_n_agrupaciones,local300_n_shops24h,tp_reviews_med,h_name,cad_tot_srf_hotels,fl_n_user,h_locality,rn_med_tramo,tp_reviews_avg,h_subadministrativearea,local200_n_prox_noalim,tp_pricerange_med,fl_txt_madrid,h_phone,local300_n_restaurants,tp_pricerange_avg,local200_n_alojamiento,tp_offers_tot,local200_n_prox_supers,local200_n_prox_fresco,rn_ab_tot_price,local300_n_locutoris,tp_rating_med,tp_pricerange_3,h_language,local200_n_locales,tp_pricerange_2,local200_n_sex,rn_ab_min_price,tp_pricerange_tot,local200_n_epigrafes,rn_ab_avg_price,local200_n_shops24h,h_longitude,rn_ab_offer,rn_ab_med_price,fl_n_date,cad_pk,abnb_tot_owners,fl_n_tourists,local300_n_locales,tp_pk,abnb_tot_beds,local300_n_epigrafes,rn_ab_max_price,local200_n_locutoris,local300_n_agrupaciones,abnb_tot_hosts_listings,local200_n_fiesta,abnb_tot_offer,rn_fc_min_price,abnb_tot_reviews,h_body,h_cat1cod,local300_n_vacios,local200_n_desconocidos,h_cat2txt,tp_reviews_tot,fl_n_posts,abnb_tot_price,local300_n_prox_noalim,local300_n_sex,h_cat3txt,tp_rating_avg,fc_tot_offer,h_title,h_fax,rn_fc_offer,local200_n_restaurants,cad_tot_hotels,cad_tot_hab,local300_n_alquillercoche,tp_rating_min,local200_n_prox_educacion,abnb_pk,h_email,cad_tot_houses,local200_n_prox_alcohol,local300_n_prox_supersbig,h_web,fl_tag_madrid,local200_n_prox_supersbig,local300_n_prox_supers,h_zipcode,local300_n_prox_pastelerias,local300_n_prox_alcohol,tp_pricerange_1,tp_pricerange_0,fc_tot_owners,tp_rating_max,local200_n_prox_pastelerias,cad_tot_srf_houses,local200_n_vacios,rn_fc_max_price,h_latitude,rn_fc_avg_price,local200_n_shops,local200_n_alquillercoche,local300_n_fiesta,h_cat3cod,h_id,tp_rating_tot,cad_tot_parcs,h_address,h_cat2cod,local300_n_prox_fresco,local300_n_alojamiento,local300_n_desconocidos,rn_fc_med_price,fc_avg_price,tp_reviews_max,local300_n_shops,fl_n_locals,local300_n_prox_educacion,rn_fc_tot_price,tp_reviews_min,cad_med_consq
71,-3.631591,40.395937,,,,0,0,,,,1,,,,,0,,0,,1,,0,,0,0,,0,,,,4,,0,,,3,,0,,,,1,,,0,23,,,10,,0,0,,0,,,,,,0,0,,,1,,0,0,,,,,,,0,,,0,,1,,,,0,0,,1,0,0,,1,0,,,,,0,,0,,,,0,0,0,,,,,,,1,0,0,,,,0,1,1,,,
72,-3.631971,40.436506,,,,0,0,8,,3330,2,,4,8,,1,0,0,,18,0,1,1,5,12,,0,3.5,0,,66,0,0,,1,37,,0,,,,2,4855,,1,126,1988,,59,,0,0,,0,,800,,,,0,0,,8,2,,1,0,,3.5,1,,,1,8,1,4,0,3.5,0,,,2,0,0,,0,0,7,,3,0,0,1,1,3.5,2,110,0,800,,800,0,0,0,,,1,2,,,15,2,0,800,10,8,0,1,1,800,8,6.223135
73,-3.633099,40.55665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,850,,850,,,,,,,,,,,,,850,10.625,,,,,850,,
74,-3.632351,40.477074,,,,0,0,,,,,,,,,0,,,,16,,1,,0,0,,1,,,,27,,0,,,14,,0,,,,,,,,123,,,34,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,8,,,0,,1,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,1,0,,,,0,,4,,,
75,-3.631606,40.397497,,,,0,0,,,,,,8,,,0,,,,1,,0,,0,1,,0,,,,23,,0,,,10,,0,,,,,,,,43,,,16,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,1,,,,0,0,,,0,0,,1,0,,,,,1,,0,,,,0,0,0,,,,,,,1,0,0,,,,0,,3,,,
76,-3.631985,40.438066,,,,0,0,4.5,,1794,1,,4,4.5,,1,0,0,,28,0,0,2,2,0,,1,3,0,,37,0,0,,1,24,,0,,,,1,4856,,1,227,1989,,93,,1,0,,0,,,,,,1,0,,9,1,,2,1,,3,,,,,1,1,151,0,3,0,,,80,0,0,,0,0,4,,2,0,0,2,,3,0,6348,0,,,,0,0,0,,,1,9,,,8,2,0,,,8,0,0,1,,1,4
77,-3.632366,40.478635,,,,0,0,,,0,,,9,,,0,,,,9,,0,,0,0,,0,,,,11,,0,,,6,,0,,,,,4877,,,26,,,15,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,6,0,103,0,,0,,,80,0,0,,,0,0,,0,0,,,,,0,6906,0,,,,0,0,0,,,,1,,,0,1,0,,,,0,,1,,,4
78,-3.631621,40.399058,,,,0,0,,,,,,,,,0,,,,1,,0,,0,1,,0,,,,26,,0,,,12,,0,,,,,,,,32,,,16,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,2,,,,0,0,,,0,0,,1,0,,,,,1,,0,,,,0,0,0,,,,,,,1,0,0,,,,0,,4,,,
79,-3.632,40.439626,,,,0,0,62.5,,14823,1,,9,62.5,,1,1,0,,36,1,1,2,2,11,,2,3.5,0,,170,1,1,,2,76,,0,,,,2,4857,,3,306,1990,,109,,1,1,,0,,820,,,,1,0,,125,3,,7,1,,3.5,2,,,2,22,1,525,0,3,0,,,323,0,0,,0,0,4,,5,0,0,1,2,4,3,27545,1,900,,860,0,0,0,,,2,5,,,20,2,0,860,11.1898734177215,110,0,0,0,1720,15,4
80,-3.63238,40.480195,,,,0,0,,,0,,,9,,,0,,,,3,,0,,0,0,,0,,,,6,,0,,,6,,0,,,,,4878,,,25,,,16,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,22,0,,0,,,88,0,0,,,0,0,,0,0,,,,,0,6985,0,,,,0,0,0,,,,32,,,0,0,0,,,,0,,2,,,3.5
81,-3.631635,40.400618,,,,0,0,,,0,1,,6,,,0,,0,,2,,0,,0,0,,0,,,,8,,0,,,6,,0,,,,1,4840,,0,34,,,28,,0,0,,0,,,,,,0,0,,,1,,3,0,,,,,,,0,0,250,0,,2,,,92,0,0,,0,0,1,,1,0,,,,,0,7939,0,,,,0,0,0,,,,2,,,2,0,0,,,,0,1,2,,,5
82,-3.632015,40.441187,0.96,,,0,0,,,0,,,9,,,0,,,,30,,1,,2,11,,1,,,,150,,0,,,69,,0,,,,,4858,2,,294,,2,103,,0,3,3,0,2,,12,,,1,0,,,,47,8,1,,,,,,,13,0,397,0,,0,2353,,242,0,0,,,0,2,,5,0,,,,,3,14218,1,,,,0,0,0,,,,38,,,20,2,0,,,,0,,0,,,4
83,-3.632395,40.481755,,,,0,0,,,0,,,9,,,0,,,,3,,0,,0,0,,0,,,,11,,0,,,8,,0,,,,,4879,,,31,,,19,,0,0,,0,,,,,,1,0,,,,,0,0,,,,,,,1,0,35,0,,1,,,118,0,0,,,0,0,,0,0,,,,,0,8610,0,,,,0,0,0,,,,55,,,0,0,0,,,,0,,1,,,4
84,-3.63165,40.402178,0,,,0,0,,,0,,,6,,,3,,,,5,,0,,4,8,,0,,,,52,,0,,,34,,0,,,,,4841,1,,78,,1,44,,0,0,1,0,1,,0,,,1,0,,,,35,3,0,,,,,,,4,0,839,0,,0,2348,,314,0,0,,,0,4,,1,0,,,,,1,33716,0,,,,0,0,0,,,,3,,,8,0,0,,,,0,,2,,,5
85,-3.632029,40.442747,2.57,,,2,0,,,0,2,,9,,,1,,0,,12,,0,,0,0,,0,,,,62,,0,,,25,,0,,,,2,4859,1,0,177,,2,68,,0,2,1,0,1,,12,,,0,0,,,3,18,2,0,,,,,,,4,0,548,0,,0,2354,,315,0,0,,1,0,2,,3,0,,,,,0,18166,0,,,,0,0,0,,,,45,,,11,1,0,,,,0,3,0,,,3
86,-3.63241,40.483315,,,,0,0,,,0,,,9,,,0,,,,2,,0,,0,0,,0,,,,12,,0,,,8,,0,,,,,4880,,,22,,,13,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,2,0,25,0,,1,,,105,0,0,,,0,0,,0,0,,,,,0,8962,0,,,,0,0,0,,,,61,,,0,0,0,,,,0,,1,,,5
87,-3.631664,40.403739,,,,0,0,22,,0,,,6,22,,3,0,,,9,0,0,1,3,6,,0,3.5,0,,70,0,0,,1,37,,0,,,,,4842,,,97,1983,,50,,0,0,,0,,,,,,2,0,,22,,,4,0,,3.5,,,,,5,0,568,0,3.5,1,,,212,0,0,,,0,5,,1,0,0,1,,3.5,0,21633,1,,,,0,0,0,,,1,3,,,9,0,0,,,22,0,,2,,22,5
88,-3.801833,40.443254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,950,,950,,,,,,,,,,,,,950,11.1764705882353,,,,,950,,
89,-3.801851,40.444815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,950,,950,,,,,,,,,,,,,950,11.4457831325301,,,,,950,,
90,-3.800446,40.326233,,,,,,,,,4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
91,-3.800465,40.327793,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
92,-3.800981,40.371481,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
93,-3.801037,40.376162,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
94,-3.802,40.457297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,1200,,1083.33333333333,,,,,,,,,,,,,1100,14.4126984126984,,,,,3250,,
95,-3.801055,40.377723,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
96,-3.801536,40.41829,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
97,-3.801555,40.41985,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
98,-3.802037,40.460417,1,,,,,,,,,,,,,,,,,,,,,,,1368.75,,,,,,,,1368.75,,,1368.75,,,1,1368.75,,,1,,,,1,,1368.75,,,3,,1,,1,,,,,,,,45,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,-3.801573,40.421411,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
100,-3.802055,40.461978,,,,,0,,,0,,,10,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,84,,,4,,,3,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,0,90,0,,,,,86,,0,,,,0,,0,0,,,,,,7113,,,,,,,0,,,,2,,,0,0,0,,,,0,,0,,,3.014055
101,-3.802074,40.463538,,,,0,0,,,,,,,,,0,,,,3,,0,,0,0,,0,,,,7,,0,,,6,,0,,,,,,,,8,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,3,,,1,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,1,0,,,,,,,0,0,0,,,,0,,0,,,
102,-3.802093,40.465098,,,,0,0,,,,,,10,,,0,,,,4,,0,,0,0,,0,,,,7,,0,,,6,,0,,,,,,,,16,,,14,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,3,,,1,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,1,0,,,,,,,0,1,0,,,,0,,0,,,
103,-3.802111,40.466658,,,,0,0,,,,1,,10,,,0,,0,,5,,1,,0,0,,0,,,,6,,0,,,6,,0,,,,1,,,0,25,,,20,,0,0,,0,,,,,,1,0,,,1,,0,0,,,,,,,2,,,1,,0,,,,0,0,,0,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,1,0,,,,0,1,0,,,
104,-3.80213,40.468219,,,,0,0,,,0,,,10,,,0,,,,3,,1,,0,0,,0,,,,6,,0,,,6,,0,,,,,85,,,24,,,17,,0,0,,0,,,,,,1,0,,,,,0,0,,,,,,,1,0,8,0,,0,,,7,0,0,,,0,0,,0,0,,,,,0,2038,0,,,,0,0,0,,,,4,,,0,2,0,,,,0,,0,,,3.65183
105,-3.802148,40.469779,,,,0,0,192,,0,,,10,192,,0,2,,,3,2,0,1,0,0,,0,3,0,,9,1,0,,1,7,,0,,,,,86,,,14,15,,10,,0,0,,0,,,,,,1,0,,192,,,0,0,,3,,,,,1,0,6,0,3,0,,,6,0,0,,,0,0,,0,0,0,0,,3,0,2290,0,,,,0,0,0,,,1,2,,,0,2,0,,,192,0,,0,,192,1.5
106,-3.802167,40.471339,,,,0,0,,,,,,,,,0,,,,2,,0,,0,0,,0,,,,4,,0,,,3,,0,,,,,,,,9,,,7,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,1,0,,,,0,,0,,,
107,-3.801703,40.432332,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
108,-3.802185,40.472899,,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,3,,,2,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
109,-3.80174,40.435453,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
110,-3.801759,40.437013,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
111,-3.802297,40.482261,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
112,-3.575446,40.444603,,,,0,0,,,0,,,8,,,0,,,,2,,0,,1,1,,0,,,,19,,0,,,10,,0,,,,,5798,,,33,,,17,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,0,587,0,,2,,,347,1,0,,,0,3,,2,1,,,,,1,32626,0,,,,0,0,0,,,,3,,,4,0,0,,,,0,,2,,,3
113,-3.574768,40.365025,,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,2,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
114,-3.575459,40.446163,,,,0,0,,,0,,,8,,,1,,,,2,,0,,2,2,,0,,,,30,,0,,,16,,0,,,,,5799,,,37,,,21,,0,0,,0,,850,,,,1,0,,,,,1,0,,,3,,,3,2,0,538,0,,2,,,271,1,0,,,0,3,,2,1,,,3,,1,26053,0,1150,,998.333333333333,0,0,0,,,,2,,,4,0,0,995,11.3292947202522,,0,,2,2995,,3.61181
115,-3.574782,40.366585,,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,2,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
116,-3.575472,40.447724,,,,0,0,,,13516,,,8,,,1,,,,2,,0,,1,1,,0,,,,23,,0,,,15,,0,,,,,5800,,,42,,,24,,0,0,,0,,825,,,,1,0,,,,,2,0,,,1,,,1,1,1,0,0,,1,,,0,1,0,,,0,2,,1,1,,,1,,0,0,0,825,,825,0,0,0,,,,1,,,2,0,0,825,11.7857142857143,,0,,2,825,,4.03442
117,-3.574795,40.368146,,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,2,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
118,-3.576166,40.528861,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
119,-3.575486,40.449284,,,,0,0,,,,,,8,,,1,,,,2,,0,,0,0,,0,,,,9,,0,,,5,,0,,,,,,,,20,,,14,,0,0,,0,,,,,,1,0,,,,,1,0,,,,,,,0,,,0,,0,,,,0,0,,,0,2,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,1,1,0,,,,0,,0,,,
120,-3.574808,40.369706,,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
121,-3.575499,40.450844,,,,0,0,3,,,,,,3,,0,0,,,5,0,1,2,1,0,,0,4.75,0,,11,0,0,,1,8,,0,,,,,,,,25,2268,,17,,0,0,,0,,,,,,0,0,,6,,,0,0,,4.75,,,,,2,,,0,4.5,0,,,,0,0,,,0,1,,0,0,0,2,,5,0,,0,,,,0,0,0,,,2,,,,0,1,0,,,4,0,,0,,2,
122,-3.576193,40.531982,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
123,-3.575512,40.452405,,,,0,0,,,,,,,,,0,,,,5,,1,,0,0,,0,,,,16,,0,,,9,,0,,,,,,,,30,,,15,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,5,,,0,,0,,,,0,0,,,0,1,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,1,0,,,,0,,0,,,
124,-3.575526,40.453965,,,,0,1,,,,,,,,,0,,,,3,,0,,0,0,,0,,,,16,,0,,,5,,0,,,,,,,,30,,,10,,0,0,,0,,,,,,1,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
125,-3.575872,40.494534,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
126,-3.576219,40.535102,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
127,-3.575193,40.414956,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
128,-3.575539,40.455525,,,,0,1,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,8,,0,,,3,,1,,,,,,,,26,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
129,-3.575206,40.416517,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
130,-3.575552,40.457086,,,,0,1,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,3,,0,,,3,,0,,,,,,,,13,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
131,-3.575899,40.497654,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
132,-3.576246,40.538223,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
133,-3.57522,40.418077,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
134,-3.575566,40.458646,,,,,0,,,,1,,,,,,,0,,2,,,,,,,0,,,,,,,,,,,,,,,1,,,0,11,,,8,,,1,,,,,,,,0,,,,1,,0,0,,,,,,,,,,0,,,,,,,0,,0,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,1,0,,,
135,-3.575579,40.460206,,,,,0,,,,2,,,,,,,1,,0,,,,,,,0,,,,,,,,,,,,,,,2,,,1,1,,,1,,,0,,,,,,,,0,,,,2,,0,0,,,,,,,,,,0,,,,,,,0,,0,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,1,0,,,
136,-3.576273,40.541344,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
137,-3.575592,40.461767,,,,0,0,,,,2,,,,,0,,0,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,2,,,0,3,,,3,,0,0,,0,,,,,,0,0,,,2,,0,0,,,,,,,0,,,1,,0,,,,0,0,,1,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,2,0,,,
138,-3.575606,40.463327,,,,0,0,6,,,1,,,6,,0,0,0,,0,0,0,1,0,0,,0,3,0,,1,0,0,,1,1,,0,,,,1,,,0,2,2269,,2,,0,0,,0,,,,,,0,0,,6,1,,0,0,,3,,,,,0,,,0,3,0,,,,0,0,,0,0,0,,0,0,0,1,,3,0,,0,,,,0,0,0,,,1,,,,0,0,0,,,6,0,1,0,,6,
139,-3.574583,40.34318,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
140,-3.5763,40.544464,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
141,-3.575619,40.464887,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
142,-3.574596,40.34474,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,1,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
143,-3.575966,40.505456,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
144,-3.574954,40.38687,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,-3.575646,40.468008,,,,,0,,,,1,,,,,,,3,,1,,,,,,,0,,,,,,,,,,,,,,,1,,,3,3,,,3,,,0,,,,,,,,0,,,,3,,0,0,,,,,,,,,,0,,,,,,,0,,0,,1,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,0,0,,,
146,-3.574967,40.38843,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
147,-3.575659,40.469568,0,,,0,0,,,,,,,,,0,,,,1,,0,,1,0,,0,,,,3,,0,,,3,,0,,,,,,1,,4,,1,3,,0,0,3,0,1,,0,,,0,0,,,,9,0,0,,,,,,,1,,,0,,0,2588,,,0,0,,,0,1,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
