rowid,lat,lon,abnb_tot_reviews_per_month,h_cat1txt,h_country,local200_n_agrupaciones,local300_n_shops24h,tp_reviews_med,h_name,cad_tot_srf_hotels,fl_n_user,h_locality,rn_med_tramo,tp_reviews_avg,h_subadministrativearea,local200_n_prox_noalim,tp_pricerange_med,fl_txt_madrid,h_phone,local300_n_restaurants,tp_pricerange_avg,local200_n_alojamiento,tp_offers_tot,local200_n_prox_supers,local200_n_prox_fresco,rn_ab_tot_price,local300_n_locutoris,tp_rating_med,tp_pricerange_3,h_language,local200_n_locales,tp_pricerange_2,local200_n_sex,rn_ab_min_price,tp_pricerange_tot,local200_n_epigrafes,rn_ab_avg_price,local200_n_shops24h,h_longitude,rn_ab_offer,rn_ab_med_price,fl_n_date,cad_pk,abnb_tot_owners,fl_n_tourists,local300_n_locales,tp_pk,abnb_tot_beds,local300_n_epigrafes,rn_ab_max_price,local200_n_locutoris,local300_n_agrupaciones,abnb_tot_hosts_listings,local200_n_fiesta,abnb_tot_offer,rn_fc_min_price,abnb_tot_reviews,h_body,h_cat1cod,local300_n_vacios,local200_n_desconocidos,h_cat2txt,tp_reviews_tot,fl_n_posts,abnb_tot_price,local300_n_prox_noalim,local300_n_sex,h_cat3txt,tp_rating_avg,fc_tot_offer,h_title,h_fax,rn_fc_offer,local200_n_restaurants,cad_tot_hotels,cad_tot_hab,local300_n_alquillercoche,tp_rating_min,local200_n_prox_educacion,abnb_pk,h_email,cad_tot_houses,local200_n_prox_alcohol,local300_n_prox_supersbig,h_web,fl_tag_madrid,local200_n_prox_supersbig,local300_n_prox_supers,h_zipcode,local300_n_prox_pastelerias,local300_n_prox_alcohol,tp_pricerange_1,tp_pricerange_0,fc_tot_owners,tp_rating_max,local200_n_prox_pastelerias,cad_tot_srf_houses,local200_n_vacios,rn_fc_max_price,h_latitude,rn_fc_avg_price,local200_n_shops,local200_n_alquillercoche,local300_n_fiesta,h_cat3cod,h_id,tp_rating_tot,cad_tot_parcs,h_address,h_cat2cod,local300_n_prox_fresco,local300_n_alojamiento,local300_n_desconocidos,rn_fc_med_price,fc_avg_price,tp_reviews_max,local300_n_shops,fl_n_locals,local300_n_prox_educacion,rn_fc_tot_price,tp_reviews_min,cad_med_consq
9605,-3.606736,40.383587,,,,2,0,35,,0,,,7,35,,11,1,,,33,1,0,1,4,36,,2,5,0,,186,0,0,,1,81,,0,,,,,5426,,,337,2142,,105,,0,3,,0,,,,,,4,0,,35,,,15,0,,5,,,,,14,0,1732,0,5,8,,,640,0,0,,,0,5,,6,0,1,0,,5,5,55994,0,,,,0,0,0,,,1,5,,,38,0,0,,,35,0,,10,,35,5
9606,-3.6071,40.424156,,,,0,0,4,,0,,,8,9,,5,0,,,21,0.666666666666667,0,3,2,3,,0,4.5,0,,110,1,0,,2,54,,0,,,,,5442,,,174,2149,,76,,0,0,,0,,780,,,,0,1,,27,,,5,1,,4.16666666666667,1,,,1,15,0,529,0,3,5,,,207,0,0,,,0,5,,3,0,0,2,1,5,1,20015,0,780,,780,0,0,0,,,3,2,,,16,0,1,780,10.4,22,0,,6,780,1,4
9607,-3.607465,40.464724,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
9608,-3.60675,40.385147,,,,1,0,,,0,1,,7,,,11,,0,,28,,0,,3,17,,3,,,,142,,0,,,79,,0,,,,1,5427,,0,275,,,102,,1,2,,0,,,,,,2,0,,,1,,12,0,,,,,,,14,0,1119,0,,6,,,401,0,0,,1,0,4,,6,0,,,,,2,35632,1,,,,0,0,0,,,,3,,,37,0,0,,,,0,1,10,,,5
9609,-3.607114,40.425716,,,,0,0,8,,0,,,8,8,,4,0,,,22,0,0,1,2,7,,0,4,0,,77,0,1,,1,50,,0,,,,,5443,,,230,2150,,89,,0,0,,0,,,,,,0,0,,8,,,7,1,,4,,,,,8,0,708,0,4,4,,,291,0,0,,,0,5,,4,0,0,1,,4,1,27210,0,,,,0,0,0,,,1,2,,,21,0,1,,,8,0,,6,,8,4
9610,-3.607479,40.466285,,,,,0,,,,1,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,1,,,0,1,,,1,,,0,,,,,,,,0,,,,1,,0,0,,,,,,,,,,0,,,,,,,0,,1,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,1,0,,,
9611,-3.606764,40.386707,,,,0,0,,,,,,,,,4,,,,24,,0,,1,3,,2,,,,62,,0,,,43,,0,,,,,,,,194,,,93,,1,2,,0,,,,,,1,0,,,,,10,0,,,,,,,11,,,0,,0,,,,0,0,,,0,3,,3,0,,,,,1,,1,,,,0,0,0,,,,,,,20,0,0,,,,0,,5,,,
9612,-3.607128,40.427276,,,,0,0,,,0,,,7,,,2,,,,15,,0,,2,17,,0,,,,87,,1,,,50,,0,,,,,5444,,,195,,,82,,0,0,,0,,,,,,0,0,,,,,4,1,,,,,,,5,0,479,0,,4,,,192,0,0,,,0,3,,6,0,,,,,3,16750,0,,,,0,0,0,,,,5,,,20,0,0,,,,0,,7,,,4
9613,-3.608212,40.547421,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
9614,-3.607493,40.467845,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9615,-3.606778,40.388268,,,,1,0,,,,,,,,,1,,,,11,,0,,1,1,,0,,,,35,,0,,,27,,0,,,,,,,,55,,,39,,0,1,,0,,,,,,0,0,,,,,1,0,,,,,,,5,,,0,,0,,,,0,0,,,0,1,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,1,0,0,,,,0,,1,,,
9616,-3.607142,40.428837,,,,0,0,,,0,1,,7,,,1,,0,,15,,0,,1,12,,0,,,,104,,0,,,54,,0,,,,1,5445,,0,227,,,85,,0,0,,0,,,,,,1,0,,,1,,3,1,,,,,,,5,0,805,0,,7,,,318,0,0,,1,0,4,,6,0,,,,,3,29532,0,,,,0,0,0,,,,9,,,16,0,0,,,,0,1,7,,,4
9617,-3.606792,40.389828,,,,1,0,,,,1,,,,,0,,0,,4,,0,,0,0,,0,,,,8,,0,,,7,,0,,,,1,,,0,15,,,10,,0,1,,0,,,,,,0,0,,,2,,0,0,,,,,,,2,,,0,,0,,,,0,0,,1,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,2,0,,,
9618,-3.607156,40.430397,,,,0,0,,,0,,,7,,,0,,,,12,,0,,2,3,,1,,,,107,,0,,,46,,0,,,,,5446,,,258,,,93,,0,0,,0,,,,,,2,0,,,,,3,0,,,,,,,5,0,555,0,,3,,,220,0,0,,,0,5,,6,0,,,,,2,19449,2,,,,0,0,1,,,,3,,,22,0,0,,,,0,,7,,,4
9619,-3.606806,40.391388,,,,,0,,,,1,,,,,,,0,,1,,,,,,,0,,,,,,,,,,,,,,,1,,,0,2,,,2,,,1,,,,,,,,0,,,,1,,0,0,,,,,,,,,,0,,,,,,,0,,0,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,1,0,,,
9620,-3.60717,40.431957,,,,0,0,0,,0,,,7,0,,3,1,,,24,1,0,1,3,8,,1,0,0,,155,0,0,,1,56,,0,,,,,5447,,,288,2151,,93,,1,0,,2,,,,,,2,0,,0,,,5,0,,0,,,,,6,0,456,0,0,1,,,169,0,0,,,0,4,,3,0,1,0,,0,2,16005,2,,,,0,0,2,,,0,4,,,11,0,1,,,0,0,,6,,0,4
9621,-3.607184,40.433518,,,,0,0,5,,0,,,8,5,,4,0,,,28,0,0,1,2,5,,2,4,0,,116,0,0,,1,58,,0,,,,,5448,,,286,2152,,97,,0,0,,2,,1150,,,,0,1,,5,,,9,0,,4,2,,,2,15,0,929,0,4,4,,,350,0,0,,,0,4,,2,0,0,1,2,4,2,36862,0,1450,,1300,0,0,2,,,1,3,,,15,0,1,1300,12.9903943377149,5,0,,4,2600,5,4
9622,-3.606834,40.394509,,,,,0,51,,0,1,,7,51,,,0,0,,0,0,,1,,,,0,3.5,0,,,0,,,1,,,,,,,2,5428,,0,7,2143,,7,,,0,,,,,,,,0,,,51,2,,0,0,,3.5,,,,,,0,1555,0,3.5,,,,750,,0,,0,,1,,1,0,0,1,,3.5,,67279,,,,,,,0,,,1,2,,,2,0,0,,,51,0,2,0,,51,4.125685
9623,-3.607198,40.435078,,,,0,0,,,,1,,,,,3,,1,,39,,0,,2,6,,2,,,,111,,0,,,64,,0,,,,1,,,0,266,,,100,,0,0,,0,,,,,,0,1,,,1,,11,0,,,,,,,21,,,0,,3,,,,0,0,,0,0,4,,4,0,,,,,1,,0,,,,0,0,2,,,,,,,14,0,1,,,,0,1,5,,,
9624,-3.607563,40.475647,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
9625,-3.606848,40.39607,,,,0,0,,,0,,,7,,,0,,,,0,,0,,1,2,,0,,,,7,,0,,,7,,0,,,,,5429,,,11,,,10,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,622,0,,0,,,356,0,0,,,0,1,,1,0,,,,,1,30778,0,,,,0,0,0,,,,1,,,2,0,0,,,,0,,0,,,4.3148
9626,-3.607212,40.436638,,,,0,0,,,0,,,3,,,2,,,,40,,0,,4,6,,5,,,,125,,0,,,55,,0,,,,,5449,,,348,,,100,,3,1,,0,,,,,,0,0,,,,,6,0,,,,,,,21,0,595,0,,0,,,251,0,0,,,0,9,,5,1,,,,,1,18012,0,,,,0,0,0,,,,13,,,24,0,0,,,,0,,3,,,6
9627,-3.606862,40.39763,,,,0,0,,,0,,,7,,,0,,,,3,,0,,1,2,,0,,,,14,,0,,,12,,0,,,,,5430,,,26,,,22,,0,0,,0,,,,,,0,0,,,,,1,0,,,,,,,0,0,614,0,,1,,,267,0,0,,,0,1,,1,0,,,,,1,27010,0,,,,0,0,0,,,,1,,,2,0,0,,,,0,,1,,,4
9628,-3.607226,40.438199,,,,0,0,,,,,,4,,,0,,,,34,,0,,4,1,,6,,,,175,,0,,,51,,0,,,,,,,,326,,,86,,4,1,,0,,,,,,0,0,,,,,3,0,,,,,,,17,,,0,,1,,,,1,0,,,0,10,,3,1,,,,,1,,0,,,,0,0,0,,,,,,,23,0,0,,,,0,,2,,,
9629,-3.606876,40.39919,,,,0,0,,,0,,,7,,,0,,,,4,,0,,0,0,,0,,,,10,,0,,,9,,0,,,,,5431,,,31,,,24,,0,0,,0,,950,,,,0,0,,,,,1,0,,,1,,,1,2,0,969,0,,1,,,421,0,0,,,0,1,,1,0,,,1,,0,45391,0,950,,950,0,0,0,,,,1,,,2,0,0,950,11.875,,0,,1,950,,4.0179
9630,-3.60724,40.439759,,,,0,0,,,0,,,4,,,0,,,,22,,0,,4,0,,6,,,,118,,0,,,40,,0,,,,,5450,,,238,,,65,,2,0,,0,,,,,,0,0,,,,,0,0,,,,,,,7,0,624,0,,2,,,266,1,0,,,0,9,,1,1,,,,,0,22007,0,,,,0,0,0,,,,22,,,8,0,0,,,,0,,2,,,6
9631,-3.60689,40.400751,0.75,,,0,0,,,0,,,4,,,0,,,,4,,0,,0,0,,0,,,,12,,0,,,10,,0,,,,,5432,1,,34,,1,18,,0,0,1,0,1,1000,8,,,0,0,,,,16,0,0,,,1,,,1,2,0,286,0,,1,2490,,142,0,0,,,0,0,,0,0,,,1,,0,9063,0,1000,,1000,0,0,0,,,,9,,,0,0,0,1000,10,,0,,1,1000,,6
9632,-3.607254,40.441319,,,,0,0,,,0,,,4,,,0,,,,15,,0,,3,6,,3,,,,52,,0,,,27,,0,,,,,5451,,,140,,,48,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,4,0,392,0,,1,,,176,0,0,,,0,6,,1,1,,,,,0,15611,0,,,,0,0,0,,,,12,,,13,0,0,,,,0,,2,,,6
9633,-3.60654,40.361742,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
9634,-3.606904,40.402311,,,,0,0,19,,0,,,4,31.3333333333333,,0,1,,,21,1,0,3,0,0,,0,4,0,,44,1,0,,3,19,,0,,,,,5433,,,199,2144,,74,,0,0,,1,,,,,,1,0,,94,,,4,0,,3.83333333333333,,,,,3,0,797,0,3.5,0,,,371,0,0,,,0,1,,0,0,1,1,,4,0,26045,0,,,,0,0,1,,,2,37,,,3,0,0,,,66,0,,2,,9,5
9635,-3.607268,40.44288,,,,0,0,,,,,,,,,0,,,,10,,0,,4,4,,0,,,,42,,0,,,15,,0,,,,,,,,86,,,34,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,6,,,0,,0,,,,0,0,,,0,4,,1,0,,,,,1,,0,,,,0,0,0,,,,,,,11,0,0,,,,0,,0,,,
9636,-3.606918,40.403871,,,,1,0,15,,0,,,3,15,,6,1,,,41,1,0,1,2,51,,2,5,0,,306,0,0,,1,93,,0,,,,,5434,,,518,2145,,126,,0,2,,1,,,,,,1,0,,15,,,17,0,,5,,,,,23,0,1163,0,5,2,,,519,0,0,,,0,3,,8,0,1,0,,5,1,35696,1,,,,0,0,1,,,1,24,,,69,0,0,,,15,0,,4,,15,6
9637,-3.776158,40.363849,,,,0,0,,,,,,7,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,4,,,3,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9638,-3.778009,40.524557,,,,0,0,,,,1,,,,,0,,0,,4,,0,,0,0,,0,,,,7,,0,,,6,,0,,,,1,,,0,28,,,14,,0,0,,0,,,,,,0,0,,,1,,0,0,,,,,,,1,,,0,,2,,,,0,0,,0,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,1,0,0,,,,0,1,2,,,
9639,-3.776176,40.365409,,,,0,0,,,,1,,,,,0,,0,,0,,0,,0,0,,0,,,,3,,0,,,2,,0,,,,1,,,0,5,,,4,,0,0,,0,,,,,,0,0,,,1,,0,0,,,,,,,0,,,0,,0,,,,0,0,,0,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,1,0,,,
9640,-3.778027,40.526118,,,,0,0,,,0,,,9,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,1,,0,,,,,334,,,8,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,2,0,,0,,,1,0,0,,,0,0,,0,0,,,,,0,273,0,,,,0,0,0,,,,1,,,0,0,0,,,,0,,2,,,6
9641,-3.777108,40.446544,1.76,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,1,,2,,2,2,,,0,4,,1,,5,,,0,,,,,25,0,0,,,,,,,,,,0,,,35,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9642,-3.776194,40.366969,,,,0,0,,,,4,,,,,0,,0,,2,,0,,0,0,,0,,,,11,,0,,,5,,0,,,,3,,,1,31,,,13,,0,0,,0,,,,,,0,0,,,5,,1,0,,,,,,,0,,,0,,0,,,,0,0,,0,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,4,0,,,
9643,-3.778045,40.527678,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,3,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9644,-3.777126,40.448104,1.71,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,3,,0,,,3,,0,,,,,,1,,5,,1,5,,0,0,4,0,1,,4,,,0,0,,,,35,0,0,,,,,,,1,,,0,,0,36,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9645,-3.776212,40.36853,,,,0,0,,,,9,,,,,1,,0,,2,,0,,0,0,,0,,,,28,,0,,,11,,0,,,,9,,,0,32,,,13,,0,0,,0,,,,,,0,0,,,11,,1,0,,,,,,,2,,,0,,0,,,,0,0,,3,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,11,0,,,
9646,-3.778063,40.529238,,,,,0,,,,,,6,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,1,,,,,,,0,0,0,,,,0,,0,,,
9647,-3.777144,40.449665,,,,0,0,,,0,,,10,,,0,,,,1,,0,,0,0,,0,,,,5,,0,,,5,,0,,,,,313,,,7,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,0,58,0,,0,,,31,0,0,,,0,0,,0,0,,,,,0,3406,0,,,,0,0,0,,,,4,,,0,0,0,,,,0,,0,,,4.15352
9648,-3.77623,40.37009,,,,0,0,,,,1,,,,,1,,0,,3,,0,,0,0,,0,,,,26,,0,,,11,,0,,,,1,,,0,35,,,15,,0,0,,0,,,,,,0,0,,,1,,1,0,,,,,,,1,,,0,,0,,,,0,0,,0,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,1,0,,,
9649,-3.778081,40.530798,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,1,,,1,,0,0,,1,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,1,,,,,,,0,0,0,,,,0,,0,,,
9650,-3.777162,40.451225,0.64,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,1581.66666666667,0,,,,4,,0,1581.66666666667,,3,1581.66666666667,0,,1,1581.66666666667,,314,1,,7,,2,5,1581.66666666667,0,0,1,0,1,,7,,,0,0,,,,52,0,0,,,,,,,0,0,162,0,,0,37,,108,0,0,,,0,0,,0,0,,,,,0,7654,0,,,,0,0,0,,,,54,,,0,0,0,,,,0,,0,,,5
9651,-3.776247,40.37165,,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,13,,,9,,,0,,,,,,,,0,,,,,,1,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9652,-3.778099,40.532359,,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,4,,,4,,0,0,,1,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,1,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,1,,,,,,,0,0,0,,,,0,,1,,,
9653,-3.776713,40.412218,,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,1,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9654,-3.7758,40.332643,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
9655,-3.77718,40.452785,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,1,,0,,,,,315,,,5,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,66,0,,0,,,44,0,0,,,0,0,,0,0,,,,,0,3281,0,,,,0,0,0,,,,22,,,0,0,0,,,,0,,0,,,5
9656,-3.778117,40.533919,,,,0,0,,,,,,,,,0,,,,2,,0,,0,0,,0,,,,4,,0,,,4,,0,,,,,,,,9,,,9,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,1,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,1,,,,,,,1,0,0,,,,0,,1,,,
9657,-3.776731,40.413778,,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,1,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9658,-3.777198,40.454345,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,316,,,2,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,197,0,,0,,,128,0,0,,,0,0,,0,0,,,,,0,10958,0,,,,0,0,0,,,,53,,,0,0,0,,,,0,,0,,,3
9659,-3.776283,40.374771,,,,,0,,,0,,,5,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,303,,,27,,,10,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,0,561,0,,,,,252,,0,,,,0,,0,0,,,,,,17915,,,,,,,0,,,,15,,,0,0,0,,,,0,,0,,,6
9660,-3.778135,40.535479,,,,0,0,,,,,,,,,0,,,,2,,0,,0,0,,0,,,,3,,0,,,3,,0,,,,,,,,8,,,8,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,1,0,0,,,,0,,1,,,
9661,-3.776749,40.415338,,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9662,-3.775836,40.335763,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
9663,-3.777216,40.455906,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,317,,,3,,,3,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,77,0,,0,,,50,0,0,,,0,0,,0,0,,,,,0,7204,0,,,,0,0,0,,,,25,,,0,0,0,,,,0,,0,,,3
9664,-3.776301,40.376331,,,,0,0,,,0,,,1,,,0,,,,10,,0,,0,1,,1,,,,31,,0,,,12,,0,,,,,304,,,123,,,52,,0,0,,0,,,,,,0,0,,,,,2,0,,,,,,,2,0,757,0,,0,,,371,0,0,,,0,1,,2,0,,,,,0,22716,0,,,,0,0,1,,,,28,,,7,0,0,,,,0,,0,,,6
9665,-3.778153,40.537039,,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,3,,,3,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9666,-3.777234,40.457466,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,318,,,16,,,9,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,98,0,,0,,,65,0,0,,,0,0,,0,0,,,,,0,7834,0,,,,0,0,0,,,,33,,,0,0,0,,,,0,,0,,,3
9667,-3.775854,40.337323,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
9668,-3.776319,40.377891,,,,0,0,,,0,,,1,,,2,,,,14,,0,,0,3,,1,,,,76,,0,,,34,,0,,,,,305,,,157,,,63,,1,0,,0,,,,,,0,0,,,,,5,0,,,,,,,5,0,932,0,,0,,,438,0,0,,,0,0,,3,0,,,,,1,30315,0,,,,0,0,1,,,,16,,,10,0,0,,,,0,,0,,,5.5
9669,-3.777252,40.459026,,,,0,0,,,0,1,,10,,,0,,0,,9,,0,,0,0,,0,,,,22,,0,,,12,,0,,,,1,319,,0,118,,,51,,0,0,,0,,,,,,0,0,,,1,,3,0,,,,,,,0,0,100,0,,0,,,62,0,0,,0,0,0,,1,0,,,,,0,6436,0,,,,0,0,0,,,,18,,,2,0,0,,,,0,1,4,,,3
9670,-3.776337,40.379452,,,,1,0,,,0,,,5,,,4,,,,23,,0,,2,13,,2,,,,134,,0,,,63,,0,,,,,306,,,184,,,74,,2,1,,0,,,,,,0,0,,,,,5,0,,,,,,,17,0,819,0,,1,,,347,0,0,,,0,2,,4,0,,,,,4,25434,0,,,,0,0,0,,,,19,,,14,0,0,,,,0,,3,,,6
9671,-3.77727,40.460587,,,,0,0,,,0,,,10,,,2,,,,13,,0,,0,2,,1,,,,79,,0,,,37,,0,,,,,320,,,174,,,70,,0,0,,0,,,,,,0,0,,,,,4,0,,,,,,,8,0,76,0,,3,,,52,0,0,,,0,3,,1,0,,,,,1,6611,0,,,,0,0,0,,,,20,,,11,0,0,,,,0,,5,,,4
9672,-3.776355,40.381012,,,,1,0,,,0,1,,5,,,4,,0,,19,,0,,2,9,,1,,,,98,,0,,,58,,0,,,,1,307,,0,147,,,69,,1,1,,0,,,,,,0,0,,,1,,6,0,,,,,,,15,0,710,0,,2,,,295,0,0,,0,0,2,,5,0,,,,,3,21999,0,,,,0,0,0,,,,15,,,14,0,0,,,,0,1,5,,,6
9673,-3.777288,40.462147,,,,0,0,,,0,,,10,,,2,,,,11,,0,,0,0,,0,,,,39,,0,,,24,,0,,,,,321,,,127,,,58,,0,0,,0,,,,,,0,0,,,,,2,0,,,,,,,8,0,153,0,,1,,,106,0,0,,,0,1,,1,0,,,,,0,11020,0,,,,0,0,0,,,,19,,,2,0,0,,,,0,,8,,,4
9674,-3.776373,40.382572,,,,0,0,,,0,1,,7,,,1,,0,,20,,0,,0,7,,5,,,,47,,0,,,27,,0,,,,1,308,,0,173,,,75,,1,1,,0,,,,,,1,0,,,1,,6,0,,,,,,,6,0,18,0,,1,,,9,0,0,,0,0,3,,4,1,,,,,1,944,0,,,,0,0,0,,,,9,,,16,0,0,,,,0,1,4,,,7
9675,-3.777306,40.463707,,,,0,0,,,0,,,10,,,0,,,,4,,0,,0,0,,0,,,,9,,0,,,7,,0,,,,,322,,,30,,,19,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,3,0,,3,,,2,0,0,,,0,0,,0,0,,,,,0,929,0,,,,0,0,0,,,,1,,,0,0,0,,,,0,,4,,,4
